age,workclass,education-num,occupation,hours-per-week,salary
42,Private,10,Adm-clerical,38,<=50K
18,Private,8,Machine-op-inspct,30,<=50K
48,Private,11,Tech-support,50,>50K
23,Private,9,Sales,40,<=50K
60,Private,9,Transport-moving,60,>50K
22,Private,10,Other-service,20,<=50K
61,Private,9,Machine-op-inspct,40,<=50K
25,Private,9,Machine-op-inspct,40,<=50K
46,Private,14,Tech-support,35,>50K
43,Private,13,Exec-managerial,40,>50K
43,Private,12,Craft-repair,40,<=50K
24,Private,9,Other-service,30,<=50K
31,Private,9,Adm-clerical,38,<=50K
17,Private,7,Sales,20,<=50K
32,Private,9,Craft-repair,48,>50K
33,Private,13,Prof-specialty,47,>50K
64,Private,13,Prof-specialty,40,>50K
20,Private,9,Transport-moving,30,<=50K
30,Private,9,Other-service,36,<=50K
43,Private,10,Exec-managerial,45,<=50K
22,Private,10,Adm-clerical,40,<=50K
17,Private,6,Farming-fishing,20,<=50K
41,Private,11,Prof-specialty,60,<=50K
56,Private,10,Craft-repair,50,>50K
64,Private,9,Transport-moving,45,<=50K
47,Private,9,Transport-moving,50,>50K
48,Private,11,Adm-clerical,40,<=50K
31,Private,14,Prof-specialty,46,<=50K
29,Private,11,Tech-support,40,<=50K
30,Private,9,Adm-clerical,40,<=50K
32,Private,9,Exec-managerial,60,<=50K
57,Private,9,Transport-moving,42,>50K
62,Private,9,Other-service,40,<=50K
39,Private,9,Machine-op-inspct,24,<=50K
43,Private,10,Adm-clerical,25,<=50K
53,Private,10,Adm-clerical,40,>50K
26,Private,10,Handlers-cleaners,40,<=50K
55,Private,9,Machine-op-inspct,40,<=50K
25,Private,9,Adm-clerical,40,<=50K
41,Private,13,Prof-specialty,50,>50K
24,Private,13,Exec-managerial,50,<=50K
63,Private,9,Farming-fishing,6,<=50K
17,Private,7,Sales,20,<=50K
35,Private,10,Craft-repair,50,<=50K
51,Private,10,Prof-specialty,40,>50K
62,Local-gov,13,Prof-specialty,48,<=50K
55,Private,9,Craft-repair,40,>50K
43,Private,10,Prof-specialty,40,<=50K
40,Local-gov,9,Other-service,50,<=50K
37,Private,13,Exec-managerial,45,>50K
39,Private,13,Craft-repair,40,<=50K
31,Private,9,Craft-repair,18,<=50K
61,Private,14,Prof-specialty,40,>50K
26,Private,11,Adm-clerical,55,<=50K
26,Private,13,Prof-specialty,40,<=50K
48,State-gov,16,Prof-specialty,50,>50K
34,Private,9,Transport-moving,40,<=50K
34,Local-gov,9,Adm-clerical,40,<=50K
59,Private,9,Other-service,40,>50K
34,Private,13,Prof-specialty,40,<=50K
49,Private,13,Exec-managerial,56,>50K
18,Private,7,Adm-clerical,20,<=50K
43,Private,9,Farming-fishing,40,<=50K
48,Private,7,Exec-managerial,50,<=50K
33,Private,9,Machine-op-inspct,40,<=50K
24,Private,10,Sales,15,<=50K
21,Private,6,Handlers-cleaners,40,<=50K
17,Private,7,Sales,28,<=50K
39,Private,10,Farming-fishing,50,>50K
44,Private,13,Exec-managerial,40,>50K
24,Private,10,Transport-moving,50,<=50K
55,Private,3,Other-service,25,<=50K
41,Private,13,Exec-managerial,60,>50K
23,Private,9,Handlers-cleaners,7,<=50K
38,Private,11,Adm-clerical,40,<=50K
39,Private,9,Transport-moving,40,>50K
19,Private,9,Adm-clerical,30,<=50K
49,Private,5,Machine-op-inspct,40,<=50K
32,Private,13,Adm-clerical,40,>50K
27,Private,9,Craft-repair,70,<=50K
38,Private,13,Sales,50,>50K
33,Private,10,Craft-repair,60,<=50K
23,Private,13,Exec-managerial,28,<=50K
29,Private,11,Tech-support,45,<=50K
28,Private,11,Adm-clerical,40,<=50K
37,Private,13,Prof-specialty,50,>50K
40,Private,14,Prof-specialty,40,<=50K
47,Private,10,Sales,55,<=50K
22,Private,13,Exec-managerial,50,<=50K
30,Private,13,Exec-managerial,45,>50K
28,Private,9,Tech-support,40,<=50K
63,Local-gov,4,Other-service,55,<=50K
22,Private,9,Handlers-cleaners,40,<=50K
35,Private,9,Sales,45,<=50K
46,Private,9,Machine-op-inspct,38,<=50K
37,Private,10,Machine-op-inspct,52,<=50K
24,Private,13,Prof-specialty,15,<=50K
53,Private,10,Tech-support,40,<=50K
27,Private,9,Sales,30,<=50K
38,Private,10,Craft-repair,44,<=50K
34,Private,10,Craft-repair,40,<=50K
23,Private,9,Sales,40,<=50K
39,Private,13,Exec-managerial,45,>50K
43,Private,14,Prof-specialty,50,<=50K
21,Private,10,Other-service,20,<=50K
23,Private,10,Sales,25,<=50K
25,Private,10,Transport-moving,40,<=50K
42,Private,3,Machine-op-inspct,38,<=50K
38,Private,10,Adm-clerical,40,<=50K
32,Private,9,Machine-op-inspct,40,<=50K
37,Private,9,Machine-op-inspct,40,<=50K
51,Private,14,Exec-managerial,60,>50K
22,Private,10,Sales,42,<=50K
33,Private,2,Priv-house-serv,40,<=50K
42,Private,9,Machine-op-inspct,55,<=50K
51,Local-gov,1,Other-service,40,<=50K
23,Private,9,Adm-clerical,40,<=50K
37,Private,7,Machine-op-inspct,44,>50K
37,Private,9,Craft-repair,99,>50K
47,Private,14,Prof-specialty,25,<=50K
41,Private,15,Prof-specialty,40,>50K
33,Private,9,Craft-repair,30,<=50K
31,Private,13,Sales,40,>50K
31,Private,12,Other-service,40,<=50K
35,Private,9,Machine-op-inspct,40,<=50K
18,Private,9,Other-service,45,<=50K
20,Private,9,Machine-op-inspct,40,<=50K
54,Local-gov,10,Exec-managerial,35,<=50K
40,Private,10,Adm-clerical,40,<=50K
43,Private,10,Craft-repair,35,<=50K
44,State-gov,9,Prof-specialty,40,>50K
43,Private,14,Exec-managerial,43,>50K
51,Private,4,Other-service,40,<=50K
18,Private,9,Other-service,20,<=50K
51,Private,10,Exec-managerial,40,<=50K
41,Private,6,Craft-repair,30,<=50K
33,Local-gov,6,Transport-moving,40,<=50K
42,Private,12,Exec-managerial,40,>50K
25,Private,10,Prof-specialty,45,<=50K
32,Private,9,Machine-op-inspct,38,<=50K
32,Private,13,Craft-repair,70,<=50K
36,Private,6,Exec-managerial,40,<=50K
28,Private,9,Transport-moving,40,<=50K
20,Private,9,Other-service,20,<=50K
48,Private,13,Exec-managerial,40,>50K
34,Private,9,Craft-repair,35,>50K
28,Private,13,Tech-support,35,<=50K
67,Private,13,Exec-managerial,40,>50K
37,Private,9,Craft-repair,40,<=50K
44,Private,9,Transport-moving,70,<=50K
25,Private,10,Sales,40,<=50K
21,Private,10,Exec-managerial,40,<=50K
40,State-gov,14,Prof-specialty,35,>50K
78,Private,9,Other-service,40,<=50K
34,Private,9,Handlers-cleaners,40,<=50K
49,Private,9,Adm-clerical,44,<=50K
22,Private,12,Adm-clerical,40,<=50K
45,Local-gov,9,Protective-serv,40,>50K
63,Private,11,Other-service,20,<=50K
41,Private,9,Craft-repair,35,<=50K
47,Private,9,Adm-clerical,40,<=50K
44,Private,9,Craft-repair,40,<=50K
51,Private,10,Prof-specialty,40,<=50K
46,Private,13,Sales,40,<=50K
41,Private,11,Machine-op-inspct,40,<=50K
47,Private,9,Adm-clerical,50,>50K
35,Private,9,Exec-managerial,45,<=50K
56,Private,9,Exec-managerial,55,>50K
45,Private,14,Prof-specialty,45,<=50K
48,Federal-gov,13,Exec-managerial,58,>50K
40,Private,10,Machine-op-inspct,40,<=50K
20,Private,10,Other-service,40,<=50K
50,Private,16,Prof-specialty,65,>50K
38,State-gov,9,Prof-specialty,40,>50K
23,Local-gov,13,Prof-specialty,60,<=50K
31,Private,9,Other-service,16,<=50K
58,Private,13,Adm-clerical,40,<=50K
66,Private,9,Machine-op-inspct,40,<=50K
26,Private,10,Sales,50,<=50K
51,Private,9,Machine-op-inspct,40,<=50K
34,Private,11,Transport-moving,40,<=50K
50,Private,9,Machine-op-inspct,40,>50K
42,Private,10,Prof-specialty,44,>50K
38,Private,14,Prof-specialty,25,<=50K
48,Private,4,Handlers-cleaners,40,<=50K
33,Private,11,Tech-support,40,>50K
51,Private,9,Other-service,32,<=50K
22,Private,9,Craft-repair,40,<=50K
41,Private,10,Craft-repair,50,<=50K
48,Local-gov,14,Prof-specialty,35,>50K
42,Private,9,Sales,30,<=50K
34,Private,10,Other-service,40,<=50K
23,Private,9,Machine-op-inspct,40,<=50K
56,Private,9,Other-service,50,<=50K
30,Private,13,Prof-specialty,45,<=50K
45,Private,9,Exec-managerial,55,>50K
48,Private,6,Adm-clerical,40,<=50K
31,Private,11,Adm-clerical,40,<=50K
20,State-gov,12,Other-service,20,<=50K
27,Private,10,Sales,40,<=50K
32,Private,9,Other-service,40,<=50K
37,Private,9,Other-service,75,<=50K
34,Private,9,Priv-house-serv,30,<=50K
90,Private,9,Other-service,40,<=50K
23,Private,10,Machine-op-inspct,40,<=50K
43,Private,10,Adm-clerical,40,<=50K
44,Private,13,Exec-managerial,60,>50K
24,Private,10,Tech-support,37,<=50K
28,Private,15,Prof-specialty,55,<=50K
23,Private,10,Other-service,40,<=50K
20,Private,10,Sales,50,<=50K
36,Private,13,Prof-specialty,50,>50K
61,Private,9,Machine-op-inspct,40,<=50K
30,Private,13,Adm-clerical,40,>50K
38,Private,10,Craft-repair,40,<=50K
32,Private,13,Sales,40,<=50K
41,Private,11,Craft-repair,40,<=50K
49,Local-gov,14,Prof-specialty,40,>50K
45,Private,9,Craft-repair,47,>50K
61,Private,9,Machine-op-inspct,40,<=50K
54,Private,9,Other-service,32,<=50K
34,Private,12,Other-service,40,<=50K
49,Private,10,Sales,80,>50K
38,Private,10,Other-service,40,<=50K
35,Private,15,Prof-specialty,80,>50K
36,Private,8,Transport-moving,40,<=50K
30,Private,13,Exec-managerial,50,<=50K
36,Private,12,Tech-support,60,<=50K
22,Local-gov,13,Prof-specialty,20,<=50K
38,Private,9,Craft-repair,40,>50K
37,Private,9,Craft-repair,50,>50K
48,State-gov,16,Prof-specialty,46,>50K
17,Private,7,Adm-clerical,15,<=50K
27,Private,13,Sales,40,<=50K
22,Private,13,Sales,50,<=50K
49,Private,9,Craft-repair,40,<=50K
43,State-gov,11,Prof-specialty,40,>50K
43,Private,13,Prof-specialty,40,<=50K
19,Local-gov,9,Exec-managerial,35,<=50K
41,Local-gov,10,Protective-serv,40,>50K
31,Private,10,Adm-clerical,40,<=50K
30,Private,11,Transport-moving,40,<=50K
32,Private,9,Protective-serv,40,<=50K
29,Private,13,Exec-managerial,35,<=50K
42,Private,10,Exec-managerial,52,>50K
38,Private,9,Craft-repair,28,<=50K
41,Federal-gov,12,Prof-specialty,40,>50K
31,Private,16,Prof-specialty,60,<=50K
34,Private,9,Craft-repair,40,<=50K
21,Private,10,Adm-clerical,40,<=50K
62,Private,6,Machine-op-inspct,40,<=50K
43,Private,10,Prof-specialty,40,<=50K
41,Private,13,Exec-managerial,50,<=50K
34,Local-gov,9,Adm-clerical,33,<=50K
31,Private,13,Prof-specialty,47,<=50K
29,Private,9,Handlers-cleaners,25,<=50K
41,Private,13,Craft-repair,40,>50K
41,Private,11,Transport-moving,55,<=50K
33,Private,13,Sales,45,>50K
37,State-gov,13,Adm-clerical,38,<=50K
69,Private,9,Sales,40,<=50K
34,Private,9,Handlers-cleaners,40,<=50K
36,Private,10,Craft-repair,40,<=50K
41,Private,9,Transport-moving,50,<=50K
58,Local-gov,13,Prof-specialty,40,>50K
53,Private,13,Prof-specialty,40,<=50K
29,Private,10,Tech-support,40,<=50K
45,Federal-gov,9,Tech-support,40,<=50K
34,State-gov,10,Exec-managerial,38,<=50K
36,Private,13,Tech-support,40,<=50K
48,Private,10,Other-service,35,<=50K
20,Private,11,Adm-clerical,40,<=50K
35,Private,9,Transport-moving,50,>50K
63,Federal-gov,9,Handlers-cleaners,40,<=50K
28,Private,13,Prof-specialty,45,<=50K
30,Private,10,Machine-op-inspct,40,<=50K
31,Private,9,Other-service,40,<=50K
37,Private,11,Adm-clerical,38,<=50K
31,Private,10,Exec-managerial,50,>50K
35,Federal-gov,9,Adm-clerical,60,>50K
27,Private,9,Craft-repair,53,<=50K
41,Private,2,Craft-repair,35,<=50K
19,Private,10,Other-service,20,<=50K
20,Private,10,Sales,45,<=50K
59,Federal-gov,9,Sales,40,<=50K
40,Private,13,Other-service,37,<=50K
33,Private,14,Prof-specialty,44,>50K
46,Private,9,Machine-op-inspct,50,<=50K
25,Private,9,Other-service,30,<=50K
40,Private,10,Adm-clerical,39,<=50K
51,Private,9,Craft-repair,54,<=50K
43,State-gov,9,Protective-serv,40,<=50K
34,Private,10,Farming-fishing,54,<=50K
46,Private,9,Exec-managerial,45,>50K
28,State-gov,14,Prof-specialty,50,>50K
26,Private,13,Transport-moving,40,<=50K
20,Private,9,Handlers-cleaners,28,<=50K
44,Private,11,Craft-repair,40,<=50K
51,Private,9,Transport-moving,40,<=50K
33,Private,13,Sales,60,>50K
54,Private,12,Tech-support,40,>50K
50,Private,13,Prof-specialty,40,>50K
33,Private,9,Adm-clerical,40,<=50K
65,Private,13,Adm-clerical,20,>50K
40,Private,9,Transport-moving,40,<=50K
51,Private,9,Adm-clerical,43,<=50K
50,Private,7,Other-service,40,<=50K
25,Private,14,Farming-fishing,99,>50K
20,Private,11,Other-service,30,<=50K
47,Private,9,Other-service,40,<=50K
22,Private,11,Adm-clerical,30,<=50K
50,State-gov,9,Prof-specialty,48,>50K
47,Private,9,Adm-clerical,40,<=50K
24,Local-gov,7,Other-service,45,<=50K
40,Private,13,Exec-managerial,45,>50K
36,Private,13,Prof-specialty,40,<=50K
32,Private,9,Adm-clerical,40,<=50K
44,Private,9,Craft-repair,40,<=50K
59,Federal-gov,10,Exec-managerial,40,<=50K
65,Private,9,Craft-repair,30,<=50K
24,State-gov,13,Adm-clerical,65,<=50K
27,Local-gov,13,Prof-specialty,35,<=50K
51,Private,11,Other-service,40,<=50K
48,Private,10,Craft-repair,40,>50K
39,Private,9,Transport-moving,60,<=50K
28,Private,13,Tech-support,40,<=50K
19,Private,10,Other-service,25,<=50K
49,Local-gov,13,Prof-specialty,40,<=50K
51,Local-gov,12,Prof-specialty,60,<=50K
59,Private,14,Prof-specialty,55,<=50K
18,Private,9,Machine-op-inspct,40,<=50K
50,Private,9,Craft-repair,40,<=50K
45,Federal-gov,9,Adm-clerical,80,>50K
30,Local-gov,13,Prof-specialty,50,>50K
37,Private,13,Craft-repair,35,<=50K
44,Private,13,Other-service,40,>50K
33,Private,10,Craft-repair,40,<=50K
61,Local-gov,9,Protective-serv,40,<=50K
38,Private,13,Sales,42,>50K
36,Private,9,Machine-op-inspct,45,<=50K
37,Private,10,Adm-clerical,62,<=50K
31,Private,10,Craft-repair,20,<=50K
54,Private,16,Prof-specialty,45,>50K
20,Private,10,Other-service,16,<=50K
31,Private,13,Exec-managerial,45,<=50K
38,Private,15,Prof-specialty,40,>50K
48,Private,9,Craft-repair,40,<=50K
53,Private,10,Craft-repair,40,<=50K
55,Private,9,Adm-clerical,40,<=50K
38,Private,14,Transport-moving,72,>50K
29,Private,9,Adm-clerical,40,<=50K
36,Private,13,Prof-specialty,60,>50K
50,Private,9,Adm-clerical,40,<=50K
46,Private,13,Prof-specialty,40,>50K
52,Federal-gov,9,Adm-clerical,40,<=50K
27,Private,13,Adm-clerical,40,<=50K
43,Private,9,Craft-repair,45,<=50K
31,Private,7,Other-service,42,<=50K
23,Private,10,Sales,30,<=50K
34,Private,9,Sales,24,<=50K
31,Private,9,Other-service,30,<=50K
42,Private,10,Adm-clerical,40,<=50K
35,Private,14,Prof-specialty,45,>50K
55,Private,9,Adm-clerical,25,<=50K
36,State-gov,9,Exec-managerial,40,<=50K
38,Local-gov,10,Other-service,12,<=50K
62,Private,10,Other-service,20,<=50K
49,Private,9,Adm-clerical,40,<=50K
34,Private,9,Adm-clerical,40,<=50K
32,Private,9,Handlers-cleaners,40,<=50K
30,Private,9,Adm-clerical,40,<=50K
52,Federal-gov,9,Adm-clerical,43,<=50K
29,Private,9,Craft-repair,40,<=50K
38,Private,13,Adm-clerical,50,<=50K
57,Private,9,Sales,50,>50K
43,Federal-gov,13,Prof-specialty,40,>50K
37,State-gov,10,Adm-clerical,40,<=50K
30,Private,9,Craft-repair,40,<=50K
53,Private,9,Transport-moving,48,>50K
73,Private,9,Other-service,37,<=50K
31,Private,9,Sales,45,<=50K
38,Private,13,Prof-specialty,40,>50K
37,Private,10,Adm-clerical,37,<=50K
44,Local-gov,13,Protective-serv,40,<=50K
47,Private,13,Exec-managerial,45,<=50K
27,Private,10,Other-service,40,<=50K
28,Private,12,Other-service,80,<=50K
25,Private,9,Tech-support,40,<=50K
20,Private,10,Other-service,40,<=50K
51,Local-gov,13,Adm-clerical,40,>50K
46,Private,13,Sales,40,>50K
67,Private,13,Protective-serv,7,>50K
47,Private,9,Transport-moving,35,<=50K
42,Private,9,Sales,40,<=50K
52,Private,9,Sales,50,<=50K
42,Federal-gov,12,Prof-specialty,40,>50K
21,Private,10,Farming-fishing,10,<=50K
50,Private,9,Adm-clerical,40,>50K
46,Private,10,Transport-moving,40,<=50K
57,Private,6,Other-service,40,<=50K
37,Private,13,Exec-managerial,45,<=50K
50,Private,9,Craft-repair,40,<=50K
39,Private,9,Transport-moving,65,<=50K
46,Private,14,Prof-specialty,35,<=50K
36,Private,9,Handlers-cleaners,40,<=50K
26,Private,3,Craft-repair,50,<=50K
21,Private,10,Other-service,57,<=50K
41,Private,12,Tech-support,40,<=50K
44,Local-gov,10,Other-service,40,<=50K
22,Private,9,Craft-repair,40,<=50K
29,Federal-gov,10,Armed-Forces,60,<=50K
29,Private,9,Other-service,40,<=50K
30,Private,11,Exec-managerial,48,<=50K
37,Private,13,Machine-op-inspct,43,>50K
29,Private,11,Machine-op-inspct,40,<=50K
26,Private,3,Adm-clerical,40,<=50K
43,Private,9,Sales,45,<=50K
49,Private,9,Craft-repair,40,>50K
45,Federal-gov,13,Exec-managerial,40,<=50K
28,Private,13,Prof-specialty,40,<=50K
51,Private,9,Adm-clerical,40,<=50K
32,Private,10,Handlers-cleaners,50,>50K
24,Private,9,Machine-op-inspct,40,<=50K
35,Private,16,Prof-specialty,40,>50K
41,State-gov,13,Prof-specialty,40,>50K
48,Private,13,Craft-repair,45,>50K
61,Local-gov,9,Adm-clerical,35,<=50K
20,Private,10,Adm-clerical,30,<=50K
27,Private,9,Sales,50,>50K
55,Private,10,Transport-moving,24,>50K
39,Private,9,Adm-clerical,40,>50K
47,Private,9,Handlers-cleaners,40,<=50K
52,Private,9,Other-service,40,>50K
24,Private,9,Sales,20,<=50K
29,Private,7,Other-service,40,<=50K
25,Private,9,Machine-op-inspct,40,<=50K
20,Private,10,Machine-op-inspct,40,<=50K
23,Private,9,Machine-op-inspct,35,<=50K
57,Private,15,Prof-specialty,60,<=50K
51,Private,11,Prof-specialty,40,>50K
33,Private,10,Prof-specialty,16,<=50K
39,Private,13,Prof-specialty,40,<=50K
40,Private,9,Exec-managerial,40,>50K
71,Private,13,Tech-support,16,<=50K
38,State-gov,10,Exec-managerial,40,<=50K
28,State-gov,15,Prof-specialty,40,<=50K
57,Private,14,Prof-specialty,40,<=50K
47,Private,10,Adm-clerical,40,<=50K
59,State-gov,9,Adm-clerical,40,<=50K
26,Private,9,Sales,40,<=50K
35,Private,13,Adm-clerical,40,<=50K
36,Private,13,Exec-managerial,60,>50K
34,Private,10,Prof-specialty,50,>50K
42,Private,9,Sales,40,<=50K
39,Private,10,Craft-repair,40,<=50K
58,Private,3,Machine-op-inspct,40,<=50K
40,Private,6,Craft-repair,55,<=50K
31,Private,13,Tech-support,37,<=50K
36,Private,9,Sales,50,<=50K
23,Private,10,Machine-op-inspct,40,<=50K
33,Private,9,Craft-repair,41,<=50K
52,Private,9,Craft-repair,40,>50K
22,Private,9,Other-service,24,<=50K
51,Private,10,Sales,40,<=50K
31,Federal-gov,11,Exec-managerial,40,<=50K
49,Private,9,Machine-op-inspct,40,<=50K
53,Federal-gov,10,Adm-clerical,40,<=50K
52,Private,9,Exec-managerial,40,>50K
20,Private,6,Handlers-cleaners,40,<=50K
26,Private,12,Other-service,40,<=50K
43,Private,14,Other-service,30,<=50K
43,Local-gov,11,Adm-clerical,35,<=50K
41,Private,9,Sales,40,<=50K
54,Private,9,Farming-fishing,40,<=50K
65,Private,14,Sales,40,>50K
32,Private,13,Exec-managerial,40,<=50K
25,Private,10,Adm-clerical,40,<=50K
23,Private,13,Sales,50,<=50K
25,Local-gov,13,Prof-specialty,45,<=50K
19,Private,10,Handlers-cleaners,50,<=50K
45,Private,10,Machine-op-inspct,45,<=50K
37,Private,9,Sales,44,<=50K
17,Private,7,Other-service,5,<=50K
27,Private,13,Tech-support,40,<=50K
40,Local-gov,4,Craft-repair,40,>50K
59,Private,9,Sales,30,<=50K
19,Federal-gov,9,Adm-clerical,40,<=50K
43,Private,6,Machine-op-inspct,40,<=50K
42,Private,6,Transport-moving,40,>50K
54,Private,9,Transport-moving,40,<=50K
51,Private,6,Handlers-cleaners,45,<=50K
50,Private,9,Transport-moving,60,>50K
40,Private,9,Adm-clerical,40,<=50K
55,Private,12,Tech-support,25,<=50K
50,Private,9,Adm-clerical,40,<=50K
31,Private,9,Craft-repair,50,<=50K
24,Private,9,Other-service,45,>50K
30,Private,7,Sales,40,<=50K
39,Local-gov,12,Craft-repair,50,>50K
37,Private,9,Transport-moving,50,<=50K
33,Private,9,Transport-moving,40,<=50K
48,Private,9,Other-service,40,<=50K
39,Private,13,Prof-specialty,40,>50K
53,Private,10,Exec-managerial,45,>50K
28,State-gov,10,Adm-clerical,20,<=50K
32,Private,9,Other-service,52,<=50K
31,Private,13,Sales,90,>50K
31,Private,13,Prof-specialty,40,>50K
47,Private,10,Adm-clerical,40,<=50K
40,Private,11,Handlers-cleaners,40,<=50K
40,Private,12,Adm-clerical,45,<=50K
41,Private,7,Other-service,40,<=50K
53,Federal-gov,9,Adm-clerical,40,<=50K
46,Private,7,Machine-op-inspct,43,<=50K
39,Private,5,Other-service,34,<=50K
19,Private,9,Machine-op-inspct,40,<=50K
57,Private,9,Transport-moving,40,>50K
49,Private,11,Machine-op-inspct,40,<=50K
59,Private,9,Exec-managerial,40,<=50K
32,Private,11,Sales,50,>50K
35,State-gov,10,Protective-serv,40,<=50K
28,Private,13,Other-service,43,<=50K
36,Federal-gov,12,Adm-clerical,40,>50K
47,Private,9,Sales,40,>50K
36,Private,9,Exec-managerial,50,>50K
38,Private,11,Craft-repair,40,<=50K
50,Private,11,Transport-moving,45,<=50K
51,Private,10,Exec-managerial,45,>50K
25,Private,9,Craft-repair,50,<=50K
60,Private,7,Transport-moving,40,<=50K
46,Private,9,Craft-repair,60,>50K
56,Private,9,Adm-clerical,38,<=50K
25,Private,9,Craft-repair,45,<=50K
22,Private,10,Transport-moving,40,<=50K
46,Private,6,Machine-op-inspct,40,<=50K
30,Private,10,Craft-repair,40,>50K
39,Private,9,Transport-moving,40,>50K
40,Private,6,Craft-repair,40,<=50K
70,Federal-gov,9,Adm-clerical,40,<=50K
35,Private,10,Craft-repair,45,<=50K
49,Private,14,Exec-managerial,75,<=50K
24,Private,11,Protective-serv,60,<=50K
